,mag,score,timestamp,value,isAnomaly
0,0.16281370408972184,0.0,0,0.6055050000000001,False
1,0.08511684434240237,0.031338155075549504,1,0.6880729999999999,False
2,0.19297104290598857,0.031302118225746314,2,0.8165140000000001,False
3,0.05382692474264775,0.05647962630570426,3,0.607798,False
4,0.04719476437494576,0.05645623091218795,4,0.649083,False
5,0.19587371236065293,0.05929073791392374,5,0.745413,False
6,0.1727100850968057,0.03277992285886869,6,0.548165,False
7,0.0922043605891183,0.02643597585615189,7,0.7178899999999999,False
8,0.09022110942671513,0.025705389012425445,8,0.6834859999999999,False
9,0.27771422627629283,0.10261545972507255,9,0.791284,False
10,0.1127506680600103,0.01639075858415181,10,0.6444949999999999,False
11,0.0711927686459911,0.04504576075703583,11,0.538991,False
12,0.14074480627451144,0.00792453780644824,12,0.600917,False
13,0.06306215252706185,0.0497911990200125,13,0.42431199999999997,False
14,0.07289667432956726,0.04029084308339036,14,0.46789,False
15,0.08899146998538753,0.025851460230165983,15,0.385321,False
16,0.1298990759440583,0.007711496675637128,16,0.24770599999999998,False
17,0.16430198810097119,0.03354951356220041,17,0.192661,False
18,0.03171248836967433,0.07317524783644395,18,0.21789,False
19,0.06840299942335222,0.04089437113819734,19,0.16055,False
20,0.13769287974979116,0.017912028312064437,20,0.105505,False
21,0.0874543509093404,0.024244653826711426,21,0.220183,False
22,0.14015338270047462,0.020285265120637767,22,0.084862,False
23,0.09639652166390786,0.01666904324092431,23,0.224771,False
24,0.03591070646377239,0.068076076999276,24,0.15825699999999998,False
25,0.0611977944528894,0.04462523485530586,25,0.144495,False
26,0.04623863631333075,0.05723991465403805,26,0.215596,False
27,0.03669442496982715,0.06524609133389088,27,0.172018,False
28,0.026057729836148905,0.07466219830393289,28,0.17660599999999999,False
29,0.05669349009049487,0.044035757254193675,29,0.21330300000000002,False
30,0.05985980334945518,0.04011994533901172,30,0.15367,False
31,0.12096768213368145,0.020219344197480765,31,0.144495,False
32,0.02651951762755891,0.07304295138878586,32,0.201835,False
33,0.026673034181227163,0.07229293675409941,33,0.21330300000000002,False
34,0.008879531997944615,0.09053063867125291,34,0.227064,False
35,0.020280825654950846,0.07789068604184189,35,0.23623899999999998,False
36,0.06466407222693178,0.028939234526250284,36,0.30045900000000003,False
37,0.06071524865112072,0.032689205728054595,37,0.26605500000000004,False
38,0.06350271972146768,0.029060536599307508,38,0.263761,False
39,0.04594826665036354,0.0480385238002191,39,0.25,False
40,0.1690311751373017,0.0908167224230061,40,0.09633,False
41,0.11700678056016046,0.030908991728182185,41,0.146789,False
42,0.05964847379815002,0.030679341658655962,42,0.149083,False
43,0.07348007858173244,0.015089736415830604,43,0.220183,False
44,0.06151322117123599,0.029210911789925596,44,0.224771,False
45,0.1799266299394474,0.10801296409579526,45,0.12844,False
46,0.07606423632147334,0.009535271657975113,46,0.169725,False
47,0.1625973804080361,0.08941587308071558,47,0.277523,False
48,0.11540672379139999,0.03346274366554282,48,0.254587,False
49,0.13035098134808246,0.05745337619657168,49,0.130734,False
50,0.07689953959808934,0.006094969932819838,50,0.172018,False
51,0.0472113119136223,0.041923233758941525,51,0.197248,False
52,0.13719913817123675,0.06895909065672672,52,0.25,False
53,0.11706111229338041,0.04180192955930199,53,0.23165100000000002,False
54,0.08704455772720571,0.004991551543508192,54,0.098624,False
55,0.087009847987368,0.005012435371031264,55,0.11926600000000001,False
56,0.21033823894915263,0.1478425461139598,56,0.004587,False
57,0.05372359959691286,0.034565789105355,57,0.11238499999999998,False
