,mag,score,timestamp,value,isAnomaly
0,0.00442602011266248,0.0,0,0.0,False
1,0.004530840784149463,0.0011702835702661397,1,0.0,False
2,0.004537906062891486,0.0008814618979803561,2,0.0,False
3,0.00450536768281678,0.00011853293972873371,3,0.0,False
4,0.004213914545711317,0.005152038919051539,4,0.0,False
5,0.004753854660754453,0.005766944751248123,5,0.0,False
6,0.021142018995819467,0.2076166499957619,6,0.0,False
7,0.0048919813679557285,0.026161424716844118,7,0.0,False
8,0.005244134355730909,0.018969237459679718,8,0.0,False
9,0.005076964891969249,0.019824319528063933,9,0.0,False
10,0.005059516426335726,0.018612708654454677,10,0.0,False
11,0.006771056289199476,0.008115514396965154,11,0.0,False
12,0.005184344473081151,0.01610875959256147,12,0.0,False
13,0.0934626234734858,0.6528611232114835,13,0.0,True
14,0.005284659318532405,0.05573621479897457,14,0.0,False
15,0.008082082337376574,0.030910299382618654,15,0.0,False
16,0.005298907380300711,0.05319623462869644,16,0.0,False
17,0.005509618282093905,0.04990644142033883,17,0.0,False
18,0.0033559318959303164,0.06832953166455688,18,0.0,False
19,0.00550580435918554,0.0467620418002812,19,0.0,False
20,0.562732826884305,1.0,20,0.9285709999999999,True
21,0.005566668998272877,0.08420063665173148,21,0.0,False
22,0.005917775968513458,0.08257371392257234,22,0.0,False
23,0.005630691625462834,0.08282203026598393,23,0.0,False
24,0.005608585563072154,0.08230270304240397,24,0.0,False
25,0.006960846067739814,0.07735616158638328,25,0.0,False
26,0.005672291515527573,0.08097320299407681,26,0.0,False
27,0.5913105779551524,1.0,27,0.9642860000000001,True
28,0.005699192286969556,0.08821084144405819,28,0.0,False
29,0.004213353017142685,0.09101087662261208,29,0.0,False
30,0.005799337984846519,0.08726728876423898,30,0.0,False
31,0.005658260954277595,0.08722747359702213,31,0.0,False
32,0.009248711439250781,0.0786098012260488,32,0.0,False
33,0.005685281104871811,0.0865065342280348,33,0.0,False
34,0.08168897061400707,0.08881624555012747,34,0.0,False
35,0.005657935746343952,0.08659864593770815,35,0.0,False
36,0.007299946934905501,0.08231403765043928,36,0.0,False
37,0.005561463398511831,0.08621199983682087,37,0.0,False
38,0.005646381222507334,0.08568581983648958,38,0.0,False
39,0.006580765650401353,0.08296216994083501,39,0.0,False
40,0.005534906939594388,0.08568021218079361,40,0.0,False
41,0.0524693678889517,0.03166512093087108,41,0.0,False
42,0.0054543819874629034,0.08632079568328477,42,0.0,False
43,0.00489060762346275,0.08773766374869271,43,0.0,False
44,0.00527611379195021,0.0867798772210667,44,0.0,False
45,0.005311184779721688,0.08669664587040764,45,0.0,False
46,0.005439365070686285,0.08624028404676562,46,0.0,False
47,0.005233132209765411,0.08676483745907052,47,0.0,False
48,0.007066314981491167,0.08214908460010209,48,0.0,False
49,0.005121259015694278,0.08706304426181563,49,0.0,False
50,0.005074886307686574,0.08718031209265906,50,0.0,False
51,0.0048836678544613415,0.08764862766244419,51,0.0,False
52,0.004945016491223323,0.08749157691835285,52,0.0,False
53,0.05386381326046343,0.03974803087818985,53,0.0,False
54,0.004823153917155225,0.08748272642675328,54,0.0,False
55,0.005386969671561896,0.08599499609775588,55,0.0,False
56,0.004744008744317791,0.08766211143470545,56,0.0,False
57,0.004667034386443655,0.08785564791834781,57,0.0,False
58,0.00663004567856357,0.0827842545590642,58,0.0,False
59,0.004495110035999204,0.0883202197258767,59,0.0,False
60,0.1435096288103084,0.4124305264921297,60,0.0,True
61,0.004353667783172819,0.08443748600556895,61,0.0,False
62,0.008682012460662192,0.06904196523116764,62,0.0,False
63,0.004137186912233448,0.08522808792556386,63,0.0,False
64,0.004245476701681451,0.0848229702924678,64,0.0,False
65,0.001339452953323812,0.09518745111188767,65,0.0,False
66,0.004033704637294124,0.08548585483656633,66,0.0,False
67,0.675158953112566,1.0,67,0.9642860000000001,True
68,0.003913953925781216,0.08688490355002558,68,0.0,False
69,0.0006720696260711962,0.09774129073509229,69,0.0,False
70,0.0038280413389635112,0.08711327380833131,70,0.0,False
71,0.0036696914685061042,0.0876256336304285,71,0.0,False
72,0.006321974703862902,0.07862928668117719,72,0.0,False
73,0.003677826317353265,0.08754640081460133,73,0.0,False
74,0.15102997346827393,0.3830522836952191,74,0.0,True
75,0.0036214237984675745,0.08839839376292064,75,0.0,False
76,0.004974928174824109,0.08403256919415172,76,0.0,False
77,0.0036654046833070495,0.08821766431627068,77,0.0,False
78,0.003580375989538916,0.08847184661196666,78,0.0,False
79,0.004265250080299642,0.08624103265555713,79,0.0,False
80,0.0035326970053632945,0.08858569295492186,80,0.0,False
81,0.020680422018620342,0.03141960238100343,81,0.0,False
82,0.00353153373732156,0.08827003169785011,82,0.0,False
83,0.0033146889930929014,0.08897585401652226,83,0.0,False
84,0.0035009876049744916,0.08833904249449999,84,0.0,False
85,0.0035860067032882606,0.08803868118037216,85,0.0,False
86,0.0052249980996688416,0.08256862095504666,86,0.0,False
87,0.003646323924988653,0.08781919451554035,87,0.0,False
88,0.02726948969162958,0.010415834303721175,88,0.0,False
89,0.0037219448153159905,0.08775881204154107,89,0.0,False
90,0.0038653033247976263,0.08727466095314648,90,0.0,False
91,0.0037719127655932915,0.08757074792108968,91,0.0,False
92,0.003863809276976073,0.08725657884981174,92,0.0,False
93,0.005403489542950145,0.08143674445110935,93,0.0,False
94,0.003977464436229788,0.08632580758953963,94,0.0,False
95,0.007170801770322121,0.07538511775250253,95,0.0,False
